서대문구,홍제제3동,1141064000,1141011100,20054,19875,19614,19418,17201,16616,16420,15983,15478,17890,17842,yes,홍제,0
서대문구,홍은제1동,1141066000,1141011800,26236,25651,24842,23846,23321,24131,22902,23266,22933,22825,22410,no,-1,-1
서대문구,홍은제2동,1141068500,1141011800,30330,30540,30401,30606,30116,29004,28394,27734,27222,27499,29394,no,-1,-1
서대문구,남가좌제1동,1141069000,1141012000,3893,3718,11293,16929,17266,17199,16918,16141,15627,16884,16927,yes,가좌,1
서대문구,남가좌제2동,1141070000,1141012000,30514,29817,27549,23539,23238,24989,25947,30996,30807,30508,30385,yes,가좌,1
서대문구,북가좌제1동,1141071000,1141011900,19872,19990,19844,19873,19779,19311,19160,18557,18121,17804,17678,no,-1,-1
서대문구,북가좌제2동,1141072000,1141011900,34234,34264,34629,34804,34718,34237,33810,32947,31893,31244,31026,no,-1,-1
서대문구,충현동,1141056500,1141010100,20555,19650,19376,19212,18768,18291,18113,21229,20760,20316,20148,yes,충정로,0
서대문구,북아현동,1141055500,1141011000,10856,10544,11154,12993,17688,17832,17525,16956,16236,15875,15756,no,-1,-1
서대문구,신촌동,1141058500,1141011200,21634,22027,22545,23077,23309,23917,24372,23051,23759,26143,26846,yes,신촌,0
서대문구,연희동,1141061500,1141011700,42740,42375,41860,41430,40828,40452,41339,39105,37734,37428,37188,no,-1,-1
마포구,용강동,1144059000,1144010400,19256,20293,22138,22535,22525,22647,22441,22257,22038,21786,21642,yes,대흥,0
마포구,대흥동,1144060000,1144010800,15791,17275,15405,14223,13891,13661,13575,15863,15848,16177,16269,yes,서강대,1
마포구,염리동,1144061000,1144010200,16539,15724,16005,12033,11388,13063,13486,12864,17657,17633,17664,no,-1,-1
마포구,신수동,1144063000,1144010800,22161,21619,20230,22093,21847,21806,23877,23606,22834,22672,22496,yes,서강대,1
마포구,서교동,1144066000,1144011000,30169,29383,28125,27798,26580,26264,25997,26981,26549,26674,26359,yes,홍대입구,1
마포구,합정동,1144068000,1144012200,20332,19732,19986,20272,19893,19535,19153,18576,17649,17064,16717,no,-1,-1
마포구,망원제1동,1144069000,1144012300,24174,23402,22751,22292,21790,22125,21856,21113,20351,19757,19475,yes,망원,0
마포구,망원제2동,1144070000,1144012300,21082,21071,20809,20494,20017,19641,19386,19216,18764,18449,18155,yes,망원,0
마포구,연남동,1144071000,1144012400,20155,19753,19157,18592,17803,17393,16953,16682,15899,15603,15190,no,-1,-1
마포구,성산제1동,1144072000,1144012500,21430,21283,21272,20838,20609,20443,20164,19679,19246,19079,18947,yes,월드컵경기장,0
마포구,성산제2동,1144073000,1144012500,40819,40456,40265,40199,40566,41743,41531,40669,39909,39500,39099,yes,월드컵경기장,0
마포구,상암동,1144074000,1144012700,33636,33522,33875,33814,33417,33550,32882,31997,31473,30837,30414,no,-1,-1
마포구,도화동,1144058500,1144010400,23773,23557,23403,23387,23087,22845,22594,21998,21391,21118,20899,yes,대흥,0
마포구,서강동,1144065500,1144011400,25244,26300,26655,26362,26120,25622,26163,25386,25600,25576,25405,yes,상수,0
마포구,공덕동,1144056500,1144010100,37489,36760,39391,39705,40669,40506,40509,38750,37792,37476,37123,yes,공덕,1
마포구,아현동,1144055500,1144010100,19048,25700,28884,26250,25581,25515,25358,26221,25686,26184,29308,yes,공덕,1
양천구,목1동,1147051000,1147010200,33125,32783,33380,32960,32698,32458,32173,31727,30883,30536,30419,yes,목동,0
양천구,목2동,1147052000,1147010200,31799,31155,31694,31956,31988,31754,31477,30705,30139,29641,29098,yes,목동,0
양천구,목3동,1147053000,1147010200,23173,22878,22050,22005,22212,23231,23095,22643,21977,21719,21395,yes,목동,0
양천구,목4동,1147054000,1147010200,28717,28311,28044,27940,27596,27289,26909,26190,25544,25018,24619,yes,목동,0
양천구,목5동,1147055000,1147010200,45559,44760,44545,43987,43749,43390,42948,42288,41308,40737,40818,yes,목동,0
양천구,신월1동,1147056000,1147010300,24718,24387,23851,23328,22927,22379,21773,21246,20693,20343,19683,no,-1,-1
양천구,신월2동,1147057000,1147010300,21282,23002,23422,23542,23280,22853,22126,21520,20819,20569,20944,no,-1,-1
양천구,신월3동,1147058000,1147010300,17853,17528,18461,18276,17649,17186,16719,15965,15372,14934,14466,no,-1,-1
양천구,신월4동,1147059000,1147010300,19566,19641,19914,20009,19675,19335,19026,18487,18012,17698,17555,no,-1,-1
양천구,신월5동,1147060000,1147010300,16552,16426,16490,16391,16066,15759,15570,15189,14750,14461,14120,no,-1,-1
양천구,신월6동,1147061000,1147010300,12573,12251,11841,7947,7078,6815,6615,13798,13945,13816,13927,no,-1,-1
